countryname,iso3c,wbregion,incgroup,lendingcat,census_round,date,year,planned,notes
Morocco,MAR,Middle East & North Africa,Lower middle income,IBRD,round2020,+ (2024),2024,1,
Monaco ,MCO,Europe & Central Asia,High income,,round1990, 23 July 1990,1990,0,Population figures compiled from administrative registers.
Monaco ,MCO,Europe & Central Asia,High income,,round2000, 21 June 2000,2000,0,Population figures compiled from administrative registers.
Monaco ,MCO,Europe & Central Asia,High income,,round2010, 9 Jun.-31 Jul. 2008,2008,0,Population figures compiled from administrative registers.
Monaco ,MCO,Europe & Central Asia,High income,,round2020, 8 Jun.-29 Jul. 2016,2016,0,Population figures compiled from administrative registers.
Republic of Moldova,MDA,Europe & Central Asia,Lower middle income,Blend,round1990, 12 January 1989,1989,0,
Republic of Moldova,MDA,Europe & Central Asia,Lower middle income,Blend,round2000, 5-12 October 2004,2004,0,
Republic of Moldova,MDA,Europe & Central Asia,Lower middle income,Blend,round2010, 12-25 May 2014,2014,0,
Republic of Moldova,MDA,Europe & Central Asia,Lower middle income,Blend,round2020,+ (2023),2023,1,
Madagascar,MDG,Sub-Saharan Africa,Low income,IDA,round1990, 1 August 1993,1993,0,
Madagascar,MDG,Sub-Saharan Africa,Low income,IDA,round2020, 18 May-20 Jun. 2018,2018,0,
Madagascar,MDG,Sub-Saharan Africa,Low income,IDA,round2000, -,,0,
Madagascar,MDG,Sub-Saharan Africa,Low income,IDA,round2010, -,,0,
Maldives,MDV,South Asia,Upper middle income,IDA,round1990, 25-28 March 1985,1985,0,
Maldives,MDV,South Asia,Upper middle income,IDA,round1990, 8 March 1990,1990,0,
Maldives,MDV,South Asia,Upper middle income,IDA,round2000, 25 March 1995,1995,0,
Maldives,MDV,South Asia,Upper middle income,IDA,round2000, 31 Mar.-7 Apr. 2000,2000,0,
Maldives,MDV,South Asia,Upper middle income,IDA,round2010, 21-28 March 2006,2006,0,
Maldives,MDV,South Asia,Upper middle income,IDA,round2010, 20-30 September 2014,2014,0,
Maldives,MDV,South Asia,Upper middle income,IDA,round2020,+ (2024),2024,1,
Mexico,MEX,Latin America & Caribbean,Upper middle income,IBRD,round1990, 12-16 March 1990,1990,0,
Mexico,MEX,Latin America & Caribbean,Upper middle income,IBRD,round2000, 5 November 1995,1995,0,
Mexico,MEX,Latin America & Caribbean,Upper middle income,IBRD,round2000, 14 February 2000,2000,0,
Mexico,MEX,Latin America & Caribbean,Upper middle income,IBRD,round2010, 4-29 October 2005,2005,0,
Mexico,MEX,Latin America & Caribbean,Upper middle income,IBRD,round2010, 31 May-25 Jun. 2010,2010,0,
Mexico,MEX,Latin America & Caribbean,Upper middle income,IBRD,round2020, (March 2020),2020,1,
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,IDA,round1990, 13 November 1988,1988,0,
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,IDA,round2000, 1 June 1999,1999,0,
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,IDA,round2010, 4 Apr.-9 May 2011,2011,0,
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,IDA,round2020,+ (2020),2020,1,
North Macedonia,MKD,Europe & Central Asia,Upper middle income,IBRD,round1990, 31 March 1991,1991,0,
North Macedonia,MKD,Europe & Central Asia,Upper middle income,IBRD,round1990, 20 June 1994,1994,0,
North Macedonia,MKD,Europe & Central Asia,Upper middle income,IBRD,round2000, 1 November 2002,2002,0,
North Macedonia,MKD,Europe & Central Asia,Upper middle income,IBRD,round2020, (1 April 2020),2020,1,
North Macedonia,MKD,Europe & Central Asia,Upper middle income,IBRD,round2010, (19) -,,0,Cancelled.
Mali,MLI,Sub-Saharan Africa,Low income,IDA,round1990, 1-30 April 1987,1987,0,
Mali,MLI,Sub-Saharan Africa,Low income,IDA,round2000, 1-14 April 1998,1998,0,
Mali,MLI,Sub-Saharan Africa,Low income,IDA,round2010, 1-14 April 2009,2009,0,
Mali,MLI,Sub-Saharan Africa,Low income,IDA,round2020, (November 2020),2020,1,
Malta,MLT,Middle East & North Africa,High income,,round1990, 16 November 1985,1985,0,
Malta,MLT,Middle East & North Africa,High income,,round2000, 26 November 1995,1995,0,
Malta,MLT,Middle East & North Africa,High income,,round2010, 27 Nov.-11 Dec. 2005,2005,0,
Malta,MLT,Middle East & North Africa,High income,,round2010, 21 Nov.-18 Dec. 2011,2011,0,
Malta,MLT,Middle East & North Africa,High income,,round2020,+ (2021),2021,1,
Myanmar,MMR,East Asia & Pacific,Lower middle income,IDA,round2010, 30 Mar.-10 Apr. 2014,2014,0,
Myanmar,MMR,East Asia & Pacific,Lower middle income,IDA,round2020,+ (2024),2024,1,
Myanmar,MMR,East Asia & Pacific,Lower middle income,IDA,round1990, -,,0,
Myanmar,MMR,East Asia & Pacific,Lower middle income,IDA,round2000, -,,0,
Montenegro,MNE,Europe & Central Asia,Upper middle income,IBRD,round1990, 31 March 1991,1991,0,
Montenegro,MNE,Europe & Central Asia,Upper middle income,IBRD,round2000, 31 October 2003,2003,0,
Montenegro,MNE,Europe & Central Asia,Upper middle income,IBRD,round2010, 1-15 April 2011,2011,0,
Montenegro,MNE,Europe & Central Asia,Upper middle income,IBRD,round2020,+ (2021),2021,1,
Mongolia,MNG,East Asia & Pacific,Lower middle income,Blend,round1990, 5 January 1989,1989,0,
Mongolia,MNG,East Asia & Pacific,Lower middle income,Blend,round2000, 5-11 January 2000,2000,0,
Mongolia,MNG,East Asia & Pacific,Lower middle income,Blend,round2010, 11-17 November 2010,2010,0,
Mongolia,MNG,East Asia & Pacific,Lower middle income,Blend,round2020, 9-15 January 2020,2020,0,
Northern Mariana Islands,MNP,East Asia & Pacific,High income,,round1990, 1 April 1990,1990,0,
Northern Mariana Islands,MNP,East Asia & Pacific,High income,,round2000, 9 September 1995,1995,0,
Northern Mariana Islands,MNP,East Asia & Pacific,High income,,round2000, 1 April 2000,2000,0,
Northern Mariana Islands,MNP,East Asia & Pacific,High income,,round2010, 1 April 2010,2010,0,
Northern Mariana Islands,MNP,East Asia & Pacific,High income,,round2020, (April 2020),2020,1,
Mozambique,MOZ,Sub-Saharan Africa,Low income,IDA,round2000, (P)1-15 August 1997,1997,0,Population census only.
Mozambique,MOZ,Sub-Saharan Africa,Low income,IDA,round2010, 1-15 August 2007,2007,0,
Mozambique,MOZ,Sub-Saharan Africa,Low income,IDA,round2020, 1-15 August 2017,2017,0,
Mozambique,MOZ,Sub-Saharan Africa,Low income,IDA,round1990, -,,0,
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,IDA,round1990, 5-20 April 1988,1988,0,
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,IDA,round2000, 1-15 November 2000,2000,0,
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,IDA,round2010, 25 Mar.-8 Apr. 2013,2013,0,
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,IDA,round2020,+ (2023),2023,1,
Montserrat,MSR,,,,round1990, 12 May 1991,1991,0,
Montserrat,MSR,,,,round2000, 12 May 2001,2001,0,
Montserrat,MSR,,,,round2010, 12 May 2011,2011,0,
Montserrat,MSR,,,,round2020,+ (2021),2021,1,
Martinique,MTQ,,,,round1990, 15 March 1990,1990,0,
Martinique,MTQ,,,,round2000, 8 March 1999,1999,0,
Martinique,MTQ,,,,round2010, 1 January 2008,2008,0,
Martinique,MTQ,,,,round2020, 1 January 2016,2016,0,
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,IBRD,round1990, (P) 1 July 1990,1990,0,Population census only.
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,IBRD,round1990, (H) 5 Feb.-17 Jun. 1990,1990,0,Housing census only.
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,IBRD,round2000, (P)2 July 2000,2000,0,Population census only.
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,IBRD,round2000, (H)7 Feb.-18 Jun. 2000,2000,0,Housing census only.
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,IBRD,round2010, (P)1-14 July 2011,2011,0,Population census only.
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,IBRD,round2010, (H)1 February 2011,2011,0,Housing census only.
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,IBRD,round2020,+ (2020),2020,1,
Malawi,MWI,Sub-Saharan Africa,Low income,IDA,round1990, 1-21 September 1987,1987,0,
Malawi,MWI,Sub-Saharan Africa,Low income,IDA,round2000, 1-21 September 1998,1998,0,
Malawi,MWI,Sub-Saharan Africa,Low income,IDA,round2010, 8-28 June 2008,2008,0,
Malawi,MWI,Sub-Saharan Africa,Low income,IDA,round2020, 3-23 September 2018,2018,0,
Malaysia,MYS,East Asia & Pacific,Upper middle income,IBRD,round1990, 14 August 1991,1991,0,
Malaysia,MYS,East Asia & Pacific,Upper middle income,IBRD,round2000, 5 July 2000,2000,0,
Malaysia,MYS,East Asia & Pacific,Upper middle income,IBRD,round2010, 6 Jul.-22 Aug. 2010,2010,0,
Malaysia,MYS,East Asia & Pacific,Upper middle income,IBRD,round2020, (7 Jul 2020),2020,1,
Mayotte,MYT,,,,round2010, 31 Jul.-27 Aug. 2007,2007,0,
Mayotte,MYT,,,,round2010, 21 August 2012,2012,0,
Mayotte,MYT,,,,round2020, 5 Sep.-2 Oct. 2017,2017,0,
Mayotte,MYT,,,,round1990, -,,0,
Mayotte,MYT,,,,round2000, -,,0,
Namibia,NAM,Sub-Saharan Africa,Upper middle income,IBRD,round1990, 21 October 1991,1991,0,
Namibia,NAM,Sub-Saharan Africa,Upper middle income,IBRD,round2000, 27-28 August 2001,2001,0,
Namibia,NAM,Sub-Saharan Africa,Upper middle income,IBRD,round2010, 28 Aug.-10 Sep. 2011,2011,0,
Namibia,NAM,Sub-Saharan Africa,Upper middle income,IBRD,round2020, (August 2021),2021,1,
New Caledonia,NCL,East Asia & Pacific,High income,,round1990, 4 April 1989,1989,0,
New Caledonia,NCL,East Asia & Pacific,High income,,round2000, 16 April 1996,1996,0,
New Caledonia,NCL,East Asia & Pacific,High income,,round2000, 31 August 2004,2004,0,
New Caledonia,NCL,East Asia & Pacific,High income,,round2010, 27 July 2009,2009,0,
New Caledonia,NCL,East Asia & Pacific,High income,,round2010, 26 August 2014,2014,0,
New Caledonia,NCL,East Asia & Pacific,High income,,round2020, 10 Sep.-14 Oct. 2019,2019,0,
Niger,NER,Sub-Saharan Africa,Low income,IDA,round1990, 20 May-3 Jun. 1988,1988,0,
Niger,NER,Sub-Saharan Africa,Low income,IDA,round2000, 20 May 2001,2001,0,
Niger,NER,Sub-Saharan Africa,Low income,IDA,round2010, 10-24 December 2012,2012,0,
Niger,NER,Sub-Saharan Africa,Low income,IDA,round2020,+ (2021),2021,1,
Norfolk Island,NFK,,,,round1990, 30 June 1986,1986,0,
Norfolk Island,NFK,,,,round1990, 6 August 1991,1991,0,
Norfolk Island,NFK,,,,round2000, 6 August 1996,1996,0,
Norfolk Island,NFK,,,,round2000, 7 August 2001,2001,0,
Norfolk Island,NFK,,,,round2010, 8 August 2006,2006,0,
Norfolk Island,NFK,,,,round2010, 9 August 2011,2011,0,
Norfolk Island,NFK,,,,round2020, 9 August 2016,2016,0,
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,Blend,round1990, (P) 26 November 1991,1991,0,Population census only.
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,Blend,round2010, 21-27 March 2006,2006,0,
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,Blend,round2020,+ (2020),2020,1,
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,Blend,round2000, -,,0,
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,IDA,round2000, 25 April 1995,1995,0,
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,IDA,round2010, 28 May - 11 Jun. 2005,2005,0,
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,IDA,round2020,+ (2020),2020,1,
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,IDA,round1990, -,,0,
Niue,NIU,,,,round1990, 29 September 1986,1986,0,
Niue,NIU,,,,round1990, 3 November 1991,1991,0,
Niue,NIU,,,,round2000, (10)17 August 1997,1997,0,Combined with agricultural census.
Niue,NIU,,,,round2000, 7 September 2001,2001,0,
Niue,NIU,,,,round2010, 9 September 2006,2006,0,
Niue,NIU,,,,round2010, 10 September 2011,2011,0,
Niue,NIU,,,,round2020, 9 March 2017,2017,0,
Niue,NIU,,,,round2020,+ (2021),2021,1,
Netherlands ,NLD,Europe & Central Asia,High income,,round1990, 1 January 1991,1991,0,"Population figures compiled from administrative registers in combination with other sources of data, such as sample surveys."
Netherlands ,NLD,Europe & Central Asia,High income,,round2000, 1 January 2001,2001,0,"Population figures compiled from administrative registers in combination with other sources of data, such as sample surveys."
Netherlands ,NLD,Europe & Central Asia,High income,,round2010, 1 January 2011,2011,0,"Population figures compiled from administrative registers in combination with other sources of data, such as sample surveys."
Netherlands ,NLD,Europe & Central Asia,High income,,round2020, (1 January 2021),2021,1,"Population figures compiled from administrative registers in combination with other sources of data, such as sample surveys."
Norway ,NOR,Europe & Central Asia,High income,,round1990, 3 November 1990,1990,0,Population figures compiled from administrative registers.
Norway ,NOR,Europe & Central Asia,High income,,round2000, 3 November 2001,2001,0,Population figures compiled from administrative registers.
Norway ,NOR,Europe & Central Asia,High income,,round2010, 19 November 2011,2011,0,Population figures compiled from administrative registers.
Norway ,NOR,Europe & Central Asia,High income,,round2020, (1 January 2021),2021,1,Population figures compiled from administrative registers.
Nepal,NPL,South Asia,Low income,IDA,round1990, 22 June 1991,1991,0,
Nepal,NPL,South Asia,Low income,IDA,round2000, 22 June 2001,2001,0,
Nepal,NPL,South Asia,Low income,IDA,round2010, 22 June 2011,2011,0,
Nepal,NPL,South Asia,Low income,IDA,round2020,+ (2021),2021,1,
Nauru,NRU,East Asia & Pacific,Upper middle income,IBRD,round1990, 17 April 1992,1992,0,
Nauru,NRU,East Asia & Pacific,Upper middle income,IBRD,round2000, 23 September 2002,2002,0,
Nauru,NRU,East Asia & Pacific,Upper middle income,IBRD,round2010, 31 Oct.-14 Nov. 2011,2011,0,
Nauru,NRU,East Asia & Pacific,Upper middle income,IBRD,round2020,+ (2021),2021,1,
New Zealand,NZL,East Asia & Pacific,High income,,round1990, 4 March 1986,1986,0,
New Zealand,NZL,East Asia & Pacific,High income,,round1990, 5 March 1991,1991,0,
New Zealand,NZL,East Asia & Pacific,High income,,round2000, 5 March 1996,1996,0,
New Zealand,NZL,East Asia & Pacific,High income,,round2000, 6 March 2001,2001,0,
New Zealand,NZL,East Asia & Pacific,High income,,round2010, 7 March 2006,2006,0,
New Zealand,NZL,East Asia & Pacific,High income,,round2010, 5 March 2013,2013,0,
New Zealand,NZL,East Asia & Pacific,High income,,round2020, 6 March 2018,2018,0,
Oman,OMN,Middle East & North Africa,High income,,round1990, 1 December 1993,1993,0,
Oman,OMN,Middle East & North Africa,High income,,round2000, 7 December 2003,2003,0,
Oman,OMN,Middle East & North Africa,High income,,round2010, 12 December 2010,2010,0,
Oman,OMN,Middle East & North Africa,High income,,round2020,+ (2020),2020,1,
Pakistan,PAK,South Asia,Lower middle income,Blend,round2000, 2-18 March 1998,1998,0,
Pakistan,PAK,South Asia,Lower middle income,Blend,round2020, 15 Mar.-25 May 2017,2017,0,
Pakistan,PAK,South Asia,Lower middle income,Blend,round1990, -,,0,
Pakistan,PAK,South Asia,Lower middle income,Blend,round2010, -,,0,
Panama,PAN,Latin America & Caribbean,High income,IBRD,round1990, 13 May 1990,1990,0,
Panama,PAN,Latin America & Caribbean,High income,IBRD,round2000, 14 May 2000,2000,0,
Panama,PAN,Latin America & Caribbean,High income,IBRD,round2010, 16 May 2010,2010,0,
Panama,PAN,Latin America & Caribbean,High income,IBRD,round2020, (24 May 2020),2020,1,
Pitcairn (11),PCN,,,,round1990, (P) 31 December 1991,1991,0,Population census only.
Pitcairn (11),PCN,,,,round2010, 31 December 2007,2007,0,
Pitcairn (11),PCN,,,,round2020, 31 December 2015,2015,0,
Pitcairn (11),PCN,,,,round2000, -,,0,
Peru,PER,Latin America & Caribbean,Upper middle income,IBRD,round1990, 11 July 1993,1993,0,
Peru,PER,Latin America & Caribbean,Upper middle income,IBRD,round2010, 18 Jul.-20 Aug. 2005,2005,0,
Peru,PER,Latin America & Caribbean,Upper middle income,IBRD,round2010, 21 Oct.-4 Nov. 2007,2007,0,
Peru,PER,Latin America & Caribbean,Upper middle income,IBRD,round2020, 22 October 2017,2017,0,
Peru,PER,Latin America & Caribbean,Upper middle income,IBRD,round2000, -,,0,
Philippines,PHL,East Asia & Pacific,Lower middle income,IBRD,round1990, 1 May 1990,1990,0,
Philippines,PHL,East Asia & Pacific,Lower middle income,IBRD,round2000, 1 September 1995,1995,0,
Philippines,PHL,East Asia & Pacific,Lower middle income,IBRD,round2000, 1 May 2000,2000,0,
Philippines,PHL,East Asia & Pacific,Lower middle income,IBRD,round2010, 1 August 2007,2007,0,
Philippines,PHL,East Asia & Pacific,Lower middle income,IBRD,round2010, 17 May-11 Jun. 2010,2010,0,
Philippines,PHL,East Asia & Pacific,Lower middle income,IBRD,round2020, 1-31 August 2015,2015,0,
Philippines,PHL,East Asia & Pacific,Lower middle income,IBRD,round2020, (1 May 2020),2020,1,
Palau,PLW,East Asia & Pacific,High income,IBRD,round1990, Jan.-Mar. 1986,1986,0,
Palau,PLW,East Asia & Pacific,High income,IBRD,round1990, 1 April 1990,1990,0,
Palau,PLW,East Asia & Pacific,High income,IBRD,round2000, 9 September 1995,1995,0,
Palau,PLW,East Asia & Pacific,High income,IBRD,round2000, 15 April 2000,2000,0,
Palau,PLW,East Asia & Pacific,High income,IBRD,round2010, 1 April 2005,2005,0,
Palau,PLW,East Asia & Pacific,High income,IBRD,round2010, 1 April 2010,2010,0,
Palau,PLW,East Asia & Pacific,High income,IBRD,round2010, December 2012,2012,0,
Palau,PLW,East Asia & Pacific,High income,IBRD,round2020, 13 April 2015,2015,0,
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,Blend,round1990, 11 July 1990,1990,0,
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,Blend,round2000, 9 July 2000,2000,0,
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,Blend,round2010, 10 July 2011,2011,0,
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,Blend,round2020,+ (2020),2020,1,
Poland ,POL,Europe & Central Asia,High income,IBRD,round1990, 6 December 1988,1988,0,"Population figures compiled from administrative registers in combination with other sources of data, such as sample surveys."
Poland ,POL,Europe & Central Asia,High income,IBRD,round2000, 20 May 2002,2002,0,"Population figures compiled from administrative registers in combination with other sources of data, such as sample surveys."
Poland ,POL,Europe & Central Asia,High income,IBRD,round2010, 1 Apr.-30 Jun. 2011,2011,0,"Population figures compiled from administrative registers in combination with other sources of data, such as sample surveys."
Poland ,POL,Europe & Central Asia,High income,IBRD,round2020, (1 Apr.-30 Jun. 2021),2021,1,"Population figures compiled from administrative registers in combination with other sources of data, such as sample surveys."
Puerto Rico,PRI,Latin America & Caribbean,High income,,round1990, 1 April 1990,1990,0,
Puerto Rico,PRI,Latin America & Caribbean,High income,,round2000, 1 April 2000,2000,0,
Puerto Rico,PRI,Latin America & Caribbean,High income,,round2010, 1 April 2010,2010,0,
Puerto Rico,PRI,Latin America & Caribbean,High income,,round2020, (April 2020),2020,1,
"Korea, Democratic People's Republic of",PRK,East Asia & Pacific,Low income,,round1990, (P) 31 December 1993,1993,0,Population census only.
"Korea, Democratic People's Republic of",PRK,East Asia & Pacific,Low income,,round2010, 1-15 October 2008,2008,0,
"Korea, Democratic People's Republic of",PRK,East Asia & Pacific,Low income,,round2020, 1 October 2019,2019,0,
"Korea, Democratic People's Republic of",PRK,East Asia & Pacific,Low income,,round2000, -,,0,
Portugal,PRT,Europe & Central Asia,High income,,round1990, 15 April 1991,1991,0,
Portugal,PRT,Europe & Central Asia,High income,,round2000, 12 March 2001,2001,0,
Portugal,PRT,Europe & Central Asia,High income,,round2010, 21 Mar.-24 Apr. 2011,2011,0,
Portugal,PRT,Europe & Central Asia,High income,,round2020,+ (2021),2021,1,
Paraguay,PRY,Latin America & Caribbean,Upper middle income,IBRD,round1990, 26 August 1992,1992,0,
Paraguay,PRY,Latin America & Caribbean,Upper middle income,IBRD,round2000, 28 August 2002,2002,0,
Paraguay,PRY,Latin America & Caribbean,Upper middle income,IBRD,round2010, 15 October 2012,2012,0,
Paraguay,PRY,Latin America & Caribbean,Upper middle income,IBRD,round2020,+ (2022),2022,1,
"Palestine, State of",PSE,Middle East & North Africa,Lower middle income,,round2000, 9 December 1997,1997,0,
"Palestine, State of",PSE,Middle East & North Africa,Lower middle income,,round2010, 1-16 December 2007,2007,0,
"Palestine, State of",PSE,Middle East & North Africa,Lower middle income,,round2020, 1-24 December 2017,2017,0,
"Palestine, State of",PSE,Middle East & North Africa,Lower middle income,,round1990, -,,0,
French Polynesia,PYF,East Asia & Pacific,High income,,round1990, 6 September 1988,1988,0,
French Polynesia,PYF,East Asia & Pacific,High income,,round2000, 3 September 1996,1996,0,
French Polynesia,PYF,East Asia & Pacific,High income,,round2000, 7 November 2002,2002,0,
French Polynesia,PYF,East Asia & Pacific,High income,,round2010, 20 August 2007,2007,0,
French Polynesia,PYF,East Asia & Pacific,High income,,round2010, 22 Aug.-18 Sep. 2012,2012,0,
French Polynesia,PYF,East Asia & Pacific,High income,,round2020, 17 Aug.-13 Sep. 2017,2017,0,
Qatar,QAT,Middle East & North Africa,High income,,round1990, 16 March 1986,1986,0,
Qatar,QAT,Middle East & North Africa,High income,,round2000, 1 March 1997,1997,0,
Qatar,QAT,Middle East & North Africa,High income,,round2000, 16 March 2004,2004,0,
Qatar,QAT,Middle East & North Africa,High income,,round2010, 21 Apr.-5 May 2010,2010,0,
Qatar,QAT,Middle East & North Africa,High income,,round2020, 20 April 2015,2015,0,
Qatar,QAT,Middle East & North Africa,High income,,round2020, (17 March 2020),2020,1,
Réunion,REU,,,,round1990, 15 March 1990,1990,0,
Réunion,REU,,,,round2000, 8 March 1999,1999,0,
Réunion,REU,,,,round2010, 1 January 2008,2008,0,
Réunion,REU,,,,round2020, 1 January 2016,2016,0,
Romania,ROU,Europe & Central Asia,Upper middle income,IBRD,round1990, 7 January 1992,1992,0,
Romania,ROU,Europe & Central Asia,Upper middle income,IBRD,round2000, 18 March 2002,2002,0,
Romania,ROU,Europe & Central Asia,Upper middle income,IBRD,round2010, 22-31 October 2011,2011,0,
Romania,ROU,Europe & Central Asia,Upper middle income,IBRD,round2020,+ (2021),2021,1,
Russian Federation,RUS,Europe & Central Asia,Upper middle income,IBRD,round1990, 12 January 1989,1989,0,
Russian Federation,RUS,Europe & Central Asia,Upper middle income,IBRD,round2000, 9 October 2002,2002,0,
Russian Federation,RUS,Europe & Central Asia,Upper middle income,IBRD,round2010, 14-25 October 2010,2010,0,
Russian Federation,RUS,Europe & Central Asia,Upper middle income,IBRD,round2020, (Octobar 2020),2020,1,
Rwanda,RWA,Sub-Saharan Africa,Low income,IDA,round1990, 15 August 1991,1991,0,
Rwanda,RWA,Sub-Saharan Africa,Low income,IDA,round2000, 16-30 August 2002,2002,0,
Rwanda,RWA,Sub-Saharan Africa,Low income,IDA,round2010, 16-30 August 2012,2012,0,
Rwanda,RWA,Sub-Saharan Africa,Low income,IDA,round2020,+ (2022),2022,1,
Saudi Arabia,SAU,Middle East & North Africa,High income,,round1990, 27 September 1992,1992,0,
Saudi Arabia,SAU,Middle East & North Africa,High income,,round2000, 15 September 2004,2004,0,
Saudi Arabia,SAU,Middle East & North Africa,High income,,round2010, 28 Apr.-12 May 2010,2010,0,
Saudi Arabia,SAU,Middle East & North Africa,High income,,round2020, (17 March 2020),2020,1,
Sudan,SDN,Sub-Saharan Africa,Lower middle income,IDA,round1990, (P) 15 April 1993,1993,0,Population census only.
Sudan,SDN,Sub-Saharan Africa,Lower middle income,IDA,round2010, 21 Apr.-6 May 2008,2008,0,
Sudan,SDN,Sub-Saharan Africa,Lower middle income,IDA,round2020,+ (2020),2020,1,
Sudan,SDN,Sub-Saharan Africa,Lower middle income,IDA,round2000, -,,0,
Senegal,SEN,Sub-Saharan Africa,Lower middle income,IDA,round1990, 27 May 1988,1988,0,
Senegal,SEN,Sub-Saharan Africa,Lower middle income,IDA,round2000, 8-22 December 2002,2002,0,
Senegal,SEN,Sub-Saharan Africa,Lower middle income,IDA,round2010, 19 Nov.-9 Dec. 2013,2013,0,
Senegal,SEN,Sub-Saharan Africa,Lower middle income,IDA,round2020,+ (2023),2023,1,
Singapore ,SGP,East Asia & Pacific,High income,,round1990, 30 June 1990,1990,0,Population figures compiled from administrative registers.
Singapore ,SGP,East Asia & Pacific,High income,,round2000, 30 June 2000,2000,0,Population figures compiled from administrative registers.
Singapore ,SGP,East Asia & Pacific,High income,,round2010, 30 June 2010,2010,0,Population figures compiled from administrative registers.
Singapore ,SGP,East Asia & Pacific,High income,,round2020, (30 June 2020),2020,1,Population figures compiled from administrative registers.
Saint Helena ex. dep.,SHN,,,,round1990, 22 February 1987,1987,0,
Saint Helena ex. dep.,SHN,,,,round2000, 8 March 1998,1998,0,
Saint Helena ex. dep.,SHN,,,,round2010, 10 February 2008,2008,0,
Saint Helena ex. dep.,SHN,,,,round2020, 7 February 2016,2016,0,
Svalbard and Jan Mayen Islands ,SJM,,,,round1990, 3 November 1990,1990,0,Population figures compiled from administrative registers.
Svalbard and Jan Mayen Islands ,SJM,,,,round2000, 3 November 2001,2001,0,Population figures compiled from administrative registers.
Svalbard and Jan Mayen Islands ,SJM,,,,round2010, 19 November 2011,2011,0,Population figures compiled from administrative registers.
Svalbard and Jan Mayen Islands ,SJM,,,,round2020,+ (2021),2021,1,Population figures compiled from administrative registers.
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,IDA,round1990, 23 November 1986,1986,0,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,IDA,round2000, 21 November 1999,1999,0,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,IDA,round2010, 9-30 November 2009,2009,0,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,IDA,round2020, 24 Nov.-8 Dec. 2019,2019,0,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,IDA,round1990, 15 December 1985,1985,0,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,IDA,round2000, 4 December 2004,2004,0,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,IDA,round2020, 5-18 December 2015,2015,0,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,IDA,round2010, -,,0,
El Salvador,SLV,Latin America & Caribbean,Lower middle income,IBRD,round1990, 27 Sep.-6 Oct. 1992,1992,0,
El Salvador,SLV,Latin America & Caribbean,Lower middle income,IBRD,round2010, 12 May 2007,2007,0,
El Salvador,SLV,Latin America & Caribbean,Lower middle income,IBRD,round2020,+ (2022),2022,1,
El Salvador,SLV,Latin America & Caribbean,Lower middle income,IBRD,round2000, -,,0,
San Marino,SMR,Europe & Central Asia,High income,,round2010, 7 November 2010,2010,0,
San Marino,SMR,Europe & Central Asia,High income,,round2020,+ (2020),2020,1,
San Marino,SMR,Europe & Central Asia,High income,,round1990, (3),,0,Population figures compiled from administrative registers.
San Marino,SMR,Europe & Central Asia,High income,,round2000, (3),,0,Population figures compiled from administrative registers.
Somalia,SOM,Sub-Saharan Africa,Low income,IDA,round1990, (2) 15 February 1987,1987,0,Enumeration of settled population was in November 1986 and of nomads in February 1987.
Somalia,SOM,Sub-Saharan Africa,Low income,IDA,round2000, -,,0,
Somalia,SOM,Sub-Saharan Africa,Low income,IDA,round2010, -,,0,
St. Pierre and Miquelon,SPM,,,,round1990, 5 March 1990,1990,0,
St. Pierre and Miquelon,SPM,,,,round2000, 8 March 1999,1999,0,
